,placekey,parent_placekey,location_name,street_address,city,region,postal_code,safegraph_brand_ids,brands,date_range_start,date_range_end,raw_visit_counts,raw_visitor_counts,visits_by_day,poi_cbg,visitor_home_cbgs,visitor_home_aggregation,visitor_daytime_cbgs,visitor_country_of_origin,distance_from_home,median_dwell,bucketed_dwell_times,related_same_day_brand,related_same_month_brand,popularity_by_hour,popularity_by_day,device_type
414,zzz-222@5z8-3g2-xkf,,Bella Vista I and Ii,Bella Vista I And Ii,Goleta,CA,93117,,,2019-04-01T00:00:00-07:00,2019-05-01T00:00:00-07:00,239,38,"[7,6,5,2,6,6,8,12,10,9,11,10,12,7,9,8,10,7,8,6,10,10,9,6,7,6,7,7,12,6]",60830029091,"{""060830029091"":11,""060830030051"":4,""060830006005"":4}","{""06083002909"":13,""06083000400"":4,""06083002932"":4,""06083002914"":4,""06083003102"":4}","{""060830029091"":6,""060830030014"":5,""060830029092"":4,""060830009002"":4,""060830009001"":4,""060830005026"":4,""060839800001"":4}","{""US"":33}",3454.0,168.0,"{""<5"":2,""5-10"":16,""11-20"":11,""21-60"":47,""61-120"":30,""121-240"":25,"">240"":108}","{""Gold's Gym"":4,""7-Eleven"":4,""Union Bank"":3,""Chevron"":2,""McDonald's"":2,""Dollar Tree"":2,""Albertsons"":2,""Mobil"":2,""76"":2,""In-N-Out Burger"":2,""AutoZone"":2,""Taco Bell"":1,""Michaels Stores"":1,""Ralphs"":1,""Carl's Jr."":1,""Hilton Garden Inn"":1,""Trader Joe's"":1,""Target"":1,""Petros Restarants"":1,""The Natural Cafe"":1}","{""Union Bank"":32,""7-Eleven"":29,""McDonald's"":26,""In-N-Out Burger"":26,""Starbucks"":24,""76"":21,""ARCO"":21,""Hilton Garden Inn"":21,""Shell Oil"":21,""Gold's Gym"":16,""Dollar Tree"":16,""Chevron"":13,""Ross Stores"":13,""Panda Express"":13,""Yogurtland"":13,""IHOP"":11,""Michaels Stores"":11,""Mobil"":11,""Smart & Final"":11,""Vons"":11}","[96,97,100,100,100,97,98,96,69,61,53,51,48,46,50,41,55,48,61,67,80,90,97,101]","{""Monday"":50,""Tuesday"":39,""Wednesday"":30,""Thursday"":27,""Friday"":30,""Saturday"":31,""Sunday"":32}","{""android"":21,""ios"":17}"
415,226-222@5s8-cvw-hqz,,Prince Of Peace Lutheran Church,7700 Monroe St NE,Spring Lake Park,MN,55432,,,2019-04-01T00:00:00-05:00,2019-05-01T00:00:00-05:00,170,58,"[1,5,6,2,8,3,6,2,5,7,4,7,6,11,2,8,5,5,9,4,4,2,8,8,7,3,3,5,18,6]",270030510022,"{""270030510022"":8,""270030506051"":6,""270530259073"":5,""270917906004"":4,""270530267121"":4,""270030511021"":4,""270030502082"":4,""270030508072"":4,""270030513023"":4,""270030512013"":4,""270030514001"":4,""270030511011"":4,""271711010003"":4,""270530267106"":4,""270030508064"":4}","{""27003051002"":8,""27003051400"":4,""27003050605"":4,""27171101000"":4,""27053025907"":4,""27003050208"":4,""27003050222"":4,""27145000302"":4,""27053105400"":4,""27003050226"":4}","{""270030510022"":7,""271390801001"":4,""270030508064"":4,""270030502192"":4,""270530267106"":4,""270530222001"":4,""270030511021"":4,""270030513023"":4,""270530269062"":4,""270030502351"":4,""270530267121"":4,""271711010003"":4}","{""US"":53}",11783.0,102.5,"{""<5"":4,""5-10"":28,""11-20"":7,""21-60"":32,""61-120"":21,""121-240"":30,"">240"":48}","{""Walmart"":7,""Holiday Station"":5,""Shell Oil"":4,""The Home Depot"":3,""Caribou Coffee"":3,""Target"":2,""BP"":2,""LL Flooring"":2,""Speedway"":2,""Wendy's"":2,""Wells Fargo"":2,""Burger King"":2,""McDonald's"":2,""Chevrolet"":1,""Anytime Fitness"":1,""Chipotle Mexican Grill"":1,""Papa Murphy's"":1,""Kwik Trip"":1,""TCF Bank"":1,""ALDI"":1}","{""Walmart"":40,""McDonald's"":34,""Holiday Station"":31,""Target"":28,""Speedway"":28,""Cub Foods"":24,""Menard's"":19,""Dollar Tree"":19,""BP"":17,""Kwik Trip"":16,""Dairy Queen"":16,""Burger King"":16,""Subway"":16,""Caribou Coffee"":14,""Starbucks"":14,""Applebee's"":14,""The Home Depot"":12,""Wendy's"":12,""Denny's"":12,""Costco"":12}","[31,31,32,33,31,29,36,42,39,46,52,48,49,47,46,42,41,40,33,26,23,28,31,31]","{""Monday"":25,""Tuesday"":32,""Wednesday"":26,""Thursday"":18,""Friday"":27,""Saturday"":16,""Sunday"":26}","{""android"":36,""ios"":21}"
416,223-222@5s9-x2m-3dv,,Books Are Power,5310 Shawano Ter,Madison,WI,53705,,,2019-04-01T00:00:00-05:00,2019-05-01T00:00:00-05:00,32,17,"[1,0,0,3,3,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,4,0,0,1,3,3,7,2,0,0]",550250003003,"{""550250109031"":4,""550250007001"":4,""550250005033"":4,""550250003003"":4,""550250107021"":4}","{""55025010903"":6,""55025000300"":4,""17031600900"":4}","{""550250003003"":4}","{""US"":13}",4690.0,115.5,"{""<5"":0,""5-10"":6,""11-20"":1,""21-60"":6,""61-120"":3,""121-240"":8,"">240"":8}","{""Walgreens"":7,""First Choice Dental"":3,""Homewood Suites by Hilton"":3,""Aloft Hotels"":3,""Starbucks"":3,""Wendy's"":3,""Road Ranger"":3,""Menard's"":3,""Ben's Soft Pretzels"":3}","{""Culver's"":35,""Boys & Girls Clubs of America"":29,""Pick 'n Save"":29,""Costco"":24,""Walgreens"":24,""GolfTec"":18,""Target"":18,""Kwik Trip"":18,""ALDI"":18,""Starbucks"":18,""Menard's"":18,""Shopko"":12,""Walmart"":12,""BP"":12,""Mobil"":12,""Pizza Ranch"":12,""UW Health"":12,""Dick's Sporting Goods"":12,""TGI Fridays"":12,""Wild Birds Unlimited"":12}","[3,3,3,4,5,5,6,8,8,12,10,9,8,8,9,8,9,5,1,8,10,10,9,6]","{""Monday"":1,""Tuesday"":0,""Wednesday"":3,""Thursday"":6,""Friday"":6,""Saturday"":9,""Sunday"":7}","{""android"":16,""ios"":7}"
417,zzw-22p@5p7-g89-k9f,222-229@5p7-g89-k9f,Koubsky Robert DDS,3400 1st St N,Saint Cloud,MN,56303,,,2019-04-01T00:00:00-05:00,2019-05-01T00:00:00-05:00,8,7,"[0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0]",271450006012,"{""271450006011"":4,""271410304042"":4,""270090212001"":4}","{""27009021200"":4}","{""271410304042"":4,""271450101021"":4}","{""US"":7}",6365.0,68.5,"{""<5"":0,""5-10"":1,""11-20"":2,""21-60"":1,""61-120"":1,""121-240"":1,"">240"":2}","{""Walmart"":25,""Little Caesars"":13,""Kwik Trip"":13,""Harbor Freight Tools"":13,""McDonald's"":13}","{""Walmart"":57,""Kwik Trip"":57,""Northern Tool + Equipment"":29,""Little Caesars"":29,""Target"":29,""Holiday Station"":29,""Caribou Coffee"":29,""Walgreens"":29,""Dairy Queen"":29,""Country Inn & Suites By Radisson"":29,""McDonald's"":29,""Shell Oil"":29,""Dodge"":14,""Coborn's"":14,""Chevrolet"":14,""Anytime Fitness"":14,""Chrysler"":14,""Papa Murphy's"":14,""Casey's General Stores"":14,""Simon mall"":14}","[0,0,1,0,0,0,2,2,3,5,6,6,2,1,1,1,1,1,0,0,0,0,0,0]","{""Monday"":1,""Tuesday"":0,""Wednesday"":1,""Thursday"":1,""Friday"":0,""Saturday"":0,""Sunday"":5}","{""android"":5,""ios"":0}"
418,zzw-222@8dj-f8b-t9z,,Westshore Village,2511 N Grady Ave,Tampa,FL,33607,,,2019-04-01T00:00:00-04:00,2019-05-01T00:00:00-04:00,778,230,"[30,29,21,47,27,23,37,21,28,26,31,22,32,19,28,17,20,24,17,18,12,26,27,21,25,38,35,26,26,25]",120570046002,"{""120570046002"":22,""120570026002"":6,""120570115201"":6,""130890217061"":6,""060590993071"":5,""171635039031"":5,""120570141062"":5,""120570115242"":4,""120570010012"":4,""120570116063"":4,""120570046001"":4,""120810019073"":4,""391559301013"":4,""121010319022"":4,""121030250183"":4,""120570132053"":4,""261614464002"":4,""120570059001"":4,""120570116031"":4,""121030227002"":4,""120570001011"":4,""120570054015"":4,""121010320141"":4,""120310142043"":4,""120570139202"":4,""120570115061"":4,""120570051011"":4,""120570104012"":4,""120570116053"":4,""120570049005"":4,""120570111032"":4,""121030245113"":4,""120570137022"":4,""120570115101"":4,""120570121044"":4,""120570115042"":4,""121199115002"":4,""121010316032"":4,""120570110131"":4,""121010317072"":4}","{""12057004600"":28,""12103024905"":6,""12057011506"":4,""12081000307"":4,""12103025004"":4,""12103024511"":4,""12057011901"":4,""12057011802"":4,""12057013319"":4,""12057011612"":4,""12057004000"":4,""12057005101"":4,""12057011606"":4,""12057014106"":4,""12103020101"":4,""17163503903"":4,""12057011520"":4,""09009150600"":4,""12057011524"":4,""12069030902"":4,""12057011107"":4,""12057011603"":4,""12105012206"":4,""12057000102"":4,""12057013702"":4,""12057010805"":4,""12057011706"":4,""12057004900"":4}","{""120570046002"":37,""121030268122"":6,""120570046001"":6,""120570121031"":5,""120570116123"":5,""120570026002"":5,""120570137023"":5,""121010309051"":5,""120570116063"":5,""120570116031"":4,""292254701022"":4,""120010009021"":4,""121010321061"":4,""120570027002"":4,""120570042001"":4,""121030212004"":4,""120570137031"":4,""120570110141"":4,""120570115201"":4,""121030268121"":4,""120570115101"":4,""120570110131"":4,""120570051011"":4,""120530409112"":4,""120860064013"":4,""120570049005"":4,""120570013002"":4,""130299203063"":4,""120570059001"":4,""120570133181"":4,""120570115042"":4,""120530405022"":4,""121010303021"":4,""120570010012"":4,""121010318071"":4,""120570060002"":4,""120570110152"":4}","{""US"":210}",18914.0,70.0,"{""<5"":23,""5-10"":128,""11-20"":83,""21-60"":135,""61-120"":80,""121-240"":108,"">240"":221}","{""AC Hotel"":8,""Honda"":6,""Walmart"":5,""GolfTec"":5,""Miller's Ale House"":5,""Dodge"":4,""Chrysler"":4,""Jeep"":4,""Ram"":4,""7-Eleven"":4,""Starbucks"":3,""Chick-fil-A"":3,""RaceTrac"":2,""McDonald's"":2,""Wawa"":2,""GameStop"":2,""TD Bank"":2,""Chipotle Mexican Grill"":1,""Cadillac"":1,""Walgreens"":1}","{""Walmart"":47,""7-Eleven"":30,""McDonald's"":27,""Shell Oil"":26,""Wawa"":24,""Starbucks"":22,""CVS"":22,""Chick-fil-A"":21,""Walgreens"":20,""Publix Super Markets"":20,""RaceTrac"":19,""Marathon"":19,""AC Hotel"":17,""Chipotle Mexican Grill"":17,""Miller's Ale House"":17,""GolfTec"":16,""Subway"":16,""The Home Depot"":15,""Mobil"":15,""Burger King"":14}","[139,135,139,129,123,134,137,155,152,177,165,185,191,192,172,166,158,151,119,97,97,119,141,135]","{""Monday"":131,""Tuesday"":126,""Wednesday"":88,""Thursday"":127,""Friday"":104,""Saturday"":108,""Sunday"":94}","{""android"":121,""ios"":107}"
419,zzw-222@5qc-xjn-2hq,,Cympliciti,11069 S Cadbury Dr,South Jordan,UT,84095,,,2019-04-01T00:00:00-06:00,2019-05-01T00:00:00-06:00,86,40,"[1,1,4,2,0,7,0,1,1,2,4,2,7,3,1,1,4,4,4,2,5,1,7,3,5,5,2,2,3,2]",490351128172,"{""490351128172"":8,""490351120013"":5,""490439642011"":4,""490351119033"":4,""490351151061"":4,""490351117013"":4,""490351143004"":4,""490351126133"":4}","{""49035112817"":8,""49035111002"":4,""49035113019"":4,""49035114300"":4,""49035103100"":4,""49035113101"":4}","{""490351128172"":7,""490351115001"":6,""490351130191"":5,""490351014001"":4,""490351117013"":4}","{""US"":31}",7827.0,85.5,"{""<5"":0,""5-10"":13,""11-20"":19,""21-60"":5,""61-120"":9,""121-240"":10,"">240"":30}","{""Walmart"":4,""Maverik"":4,""Chili's Grill & Bar"":3,""Scheels"":3,""Wendy's"":3,""McDonald's"":3,""CarMax"":1,""ULTA Beauty"":1,""Target"":1,""Hokulia"":1,""Rancho Markets"":1,""Einstein Brothers"":1,""Plato's Closet"":1,""WinCo Foods"":1,""The Home Depot"":1,""7-Eleven"":1,""Hampton"":1,""Ace Hardware"":1,""Tilly's"":1,""CrossFit"":1}","{""Walmart"":43,""McDonald's"":40,""Chevron"":33,""Maverik"":33,""Wendy's"":28,""Smith's Food & Drug Stores"":25,""Chick-fil-A"":23,""Walgreens"":20,""Target"":18,""7-Eleven"":18,""Starbucks"":18,""Costco"":18,""Olive Garden"":15,""The Home Depot"":15,""Holiday Oil"":15,""Sinclair Oil"":15,""Pizza Hut"":15,""Dollar Tree"":15,""Cafe Rio"":13,""Buffalo Wild Wings"":10}","[24,22,22,22,22,25,27,26,28,27,28,27,26,27,25,26,21,18,13,17,17,15,17,21]","{""Monday"":7,""Tuesday"":12,""Wednesday"":13,""Thursday"":15,""Friday"":11,""Saturday"":18,""Sunday"":10}","{""android"":15,""ios"":24}"
420,zzw-222@5vh-vmy-x5z,,Amador County Special Education,217 Rex Ave,Jackson,CA,95642,,,2019-04-01T00:00:00-07:00,2019-05-01T00:00:00-07:00,454,72,"[19,18,16,22,19,1,1,27,19,27,30,17,1,1,30,22,34,19,2,0,0,4,22,23,22,18,2,0,18,20]",60050003041,"{""060050005002"":7,""060050004021"":5,""060050004023"":4,""060050001012"":4,""060050003041"":4,""060050004014"":4,""060050004011"":4,""060090001211"":4,""060050004012"":4,""060050005003"":4,""060050004013"":4,""060050003031"":4,""060090002101"":4,""060050001014"":4,""060050004024"":4,""060050001011"":4}","{""06005000402"":15,""06005000401"":11,""06005000500"":10,""06005000101"":9,""06005000304"":6,""06067002700"":4,""06005000200"":4,""06005000303"":4,""06067009307"":4}","{""060050003041"":13,""060050004023"":10,""060050004022"":6,""060670027001"":6,""060050001011"":5,""060050005002"":5,""060050004012"":4,""060050004011"":4,""060050004013"":4,""060090002102"":4,""060050004021"":4,""060050003031"":4}","{""US"":69}",9186.0,107.5,"{""<5"":3,""5-10"":28,""11-20"":34,""21-60"":78,""61-120"":110,""121-240"":124,"">240"":77}","{""Ace Hardware"":8,""Walmart"":3,""Taco Bell"":3,""Cost Less Foods"":1,""ARCO"":1,""Jo-Ann Fabric and Craft Stores"":1,""Big 5 Sporting Goods"":1,""GameStop"":1,""Dollar General"":1,""Check 'n Go"":1,""Floors To Go"":1,""O'Reilly Auto Parts"":1,""Costco"":1,""Raley's"":1,""Subway"":1,""Dollar Tree"":1,""Petco"":0,""Rockin' Jump"":0,""Sleep Number"":0,""Sutter Health"":0}","{""Walmart"":40,""Ace Hardware"":36,""Taco Bell"":35,""Cost Less Foods"":22,""ARCO"":22,""Raley's"":21,""Sutter Health"":18,""Costco"":18,""Jo-Ann Fabric and Craft Stores"":18,""Dollar Tree"":18,""Papa Murphy's"":17,""Chevron"":17,""Baskin Robbins"":17,""Regal Entertainment Group"":17,""GameStop"":15,""Tractor Supply Co."":15,""In-N-Out Burger"":15,""Check 'n Go"":14,""Holiday Inn Express"":14,""Big 5 Sporting Goods"":14}","[2,3,4,3,4,4,6,23,139,151,156,182,218,214,196,75,15,18,20,16,9,6,3,2]","{""Monday"":98,""Tuesday"":101,""Wednesday"":100,""Thursday"":93,""Friday"":56,""Saturday"":4,""Sunday"":2}","{""android"":20,""ios"":49}"
421,222-222@8gj-2z8-fzz,,Cancun's Mexican Grill,1511 Main St,Chipley,FL,32428,,,2019-04-01T00:00:00-05:00,2019-05-01T00:00:00-05:00,223,181,"[4,4,10,7,5,7,4,6,18,9,7,13,9,12,7,10,9,8,8,6,0,3,5,5,9,8,6,6,7,11]",121339701041,"{""121339701021"":22,""121339703032"":10,""121339701041"":10,""121339701033"":9,""120632103003"":8,""120599604004"":6,""121339701042"":5,""121339703021"":4,""121339701043"":4,""120632103005"":4,""121339703031"":4,""121339701031"":4,""120632111001"":4,""120632103002"":4,""121339701032"":4,""120632105004"":4,""120050027042"":4,""121319501011"":4,""120599601001"":4,""120632104003"":4,""120050002022"":4,""120632104001"":4,""120632111002"":4,""121339703011"":4,""121339703023"":4,""120730019021"":4,""010610505003"":4,""120599603002"":4}","{""12133970102"":21,""12133970104"":18,""12133970103"":15,""12133970303"":15,""12063210300"":14,""12059960400"":9,""12063210400"":8,""12063211100"":6,""12101031401"":5,""12059960100"":5,""01045020000"":5,""12113010300"":4,""12005000202"":4,""12063210900"":4,""48397040402"":4,""12063210500"":4,""12133970301"":4,""13253200200"":4,""13003960200"":4,""12133970200"":4,""12005001501"":4,""12005002704"":4,""12133970302"":4}","{""121339701021"":17,""121339701033"":11,""121339703032"":10,""121339701041"":8,""121339701032"":7,""120632103001"":5,""120632103002"":4,""121339701042"":4,""121339703021"":4,""120632103003"":4,""120050005001"":4,""120632110001"":4,""121339701031"":4,""120632101002"":4,""120210104131"":4,""121339701043"":4,""121010314014"":4,""121339703011"":4,""120632104003"":4,""121339703031"":4,""121319503023"":4,""120599601001"":4}","{""US"":180}",16331.0,34.0,"{""<5"":1,""5-10"":18,""11-20"":30,""21-60"":147,""61-120"":21,""121-240"":3,"">240"":3}","{""Walmart"":17,""McDonald's"":8,""Dollar General"":5,""Tom Thumb"":5,""Marathon"":5,""Exxon Mobil"":4,""Sonic"":3,""Bealls Outlet"":3,""Barnes and Noble College"":3,""American Job Centers"":3,""Hardee's"":2,""Shell Oil"":2,""Planet Fitness"":2,""Piggly Wiggly"":2,""Comfort Inn"":2,""Burger King"":2,""CVS"":2,""Subway"":2,""Goodwill Industries"":1,""Love's Travel Stops and Country Stores"":1}","{""Walmart"":84,""McDonald's"":56,""Dollar General"":42,""Tom Thumb"":41,""Sonic"":37,""Marathon"":36,""Exxon Mobil"":33,""Wendy's"":28,""Hardee's"":28,""Subway"":28,""Lowe's"":27,""Bealls Outlet"":27,""Chick-fil-A"":24,""CVS"":24,""Taco Bell"":23,""Waffle House"":22,""Goodwill Industries"":20,""Hungry Howie's Pizza & Subs"":20,""Pizza Hut"":19,""Family Dollar Stores"":18}","[1,1,0,0,0,0,1,3,2,2,3,36,66,31,13,8,10,26,35,53,43,14,2,1]","{""Monday"":27,""Tuesday"":48,""Wednesday"":33,""Thursday"":31,""Friday"":34,""Saturday"":28,""Sunday"":22}","{""android"":74,""ios"":105}"
422,225-222@5qw-svq-ndv,,Walgreens,9937 Garland Rd,Dallas,TX,75218,SG_BRAND_63ea689e38887d2a25b1f57a6f86748f,Walgreens,2019-04-01T00:00:00-05:00,2019-05-01T00:00:00-05:00,452,308,"[16,9,6,14,20,21,9,12,15,20,9,27,22,11,15,19,15,18,9,15,19,19,17,18,18,14,17,10,7,11]",481130082003,"{""481130128002"":10,""481130081004"":9,""481130082004"":8,""481130082003"":8,""481130082002"":8,""481130176052"":6,""481130124005"":6,""481130082001"":6,""481130081001"":6,""481130181221"":5,""051399503001"":5,""481130012021"":5,""481130124003"":5,""481130123011"":5,""481130012032"":4,""481130124006"":4,""481130012041"":4,""483396946003"":4,""481130120001"":4,""481130123022"":4,""481130180014"":4,""481130181302"":4,""481130132002"":4,""484391131103"":4,""481130122091"":4,""481130129003"":4,""484391136331"":4,""481130127012"":4,""481130124004"":4,""481130130103"":4,""481130172023"":4,""481130127014"":4,""484391115254"":4,""481130081002"":4,""481130042012"":4,""481130122102"":4,""481130125001"":4,""481130125005"":4,""483970404022"":4,""481130001001"":4,""481130014003"":4,""481130127021"":4,""481130130051"":4,""481130015032"":4,""481130090001"":4,""481210217251"":4,""481130123012"":4,""481130129004"":4}","{""48113008200"":35,""48113012400"":27,""48113008100"":26,""48113012800"":13,""48113012301"":10,""48113012900"":8,""48113012701"":7,""48113012702"":6,""48113012500"":6,""48113018900"":5,""48113012603"":5,""05139950300"":5,""48113012601"":5,""48439113511"":5,""48113014134"":5,""48113013010"":4,""48113009101"":4,""48113007821"":4,""48113012209"":4,""48113000202"":4,""48139060207"":4,""41003010100"":4,""48121020103"":4,""48113009900"":4,""48113016502"":4,""48113012204"":4,""48257050205"":4,""48139060101"":4,""48085031611"":4,""48113009202"":4,""48121020115"":4,""48113001503"":4,""48113019031"":4,""48113017702"":4,""48113012207"":4,""48113019039"":4,""48113001203"":4,""48113007201"":4,""48113001204"":4,""48085031317"":4,""48113012210"":4,""48113018001"":4,""48113004201"":4,""48113012302"":4,""48113001202"":4,""48121021635"":4,""48113013011"":4,""48381021606"":4,""48113013005"":4,""48113013200"":4,""48113000100"":4,""48113018122"":4}","{""481130081004"":12,""481130082001"":8,""481130082002"":8,""481130082003"":7,""481130122091"":6,""481130107011"":6,""481130127023"":6,""481130129004"":6,""481130082004"":5,""481130123011"":5,""484391140084"":5,""481130127012"":5,""481130190342"":4,""481130181221"":4,""481130014003"":4,""481130124001"":4,""481130120001"":4,""481130069003"":4,""481130012041"":4,""481130011012"":4,""481130130052"":4,""481130122102"":4,""481130081002"":4,""481130091014"":4,""481390602121"":4,""481130138062"":4,""170450705003"":4,""481130081003"":4,""481130130053"":4,""482319614003"":4,""484391223003"":4,""481130128005"":4,""050134802003"":4,""481130124003"":4,""481130031011"":4,""482570502061"":4,""481130127022"":4,""481130126012"":4,""481130126011"":4,""481130122073"":4,""481130081001"":4,""481130100001"":4,""481130124004"":4,""481130124005"":4,""481130132002"":4,""481130136163"":4,""480850316571"":4,""481130007012"":4,""480850308021"":4,""484391136331"":4,""481130123022"":4,""481130176021"":4,""484391135111"":4,""481130022001"":4}","{""US"":303}",3773.0,10.0,"{""<5"":28,""5-10"":225,""11-20"":94,""21-60"":53,""61-120"":21,""121-240"":12,"">240"":19}","{""CVS"":6,""Walmart"":6,""McDonald's"":5,""Exxon Mobil"":5,""The Home Depot"":3,""QuikTrip"":3,""7-Eleven"":2,""Chick-fil-A"":2,""Sam's Club"":2,""Chevron"":2,""RaceTrac"":2,""Sonic"":2,""Target"":2,""Starbucks"":2,""Jack in the Box"":2,""Shell Oil"":2,""Taco Bell"":1,""Wingstop"":1,""El Fenix"":1,""Whataburger"":1}","{""Walmart"":55,""Exxon Mobil"":43,""McDonald's"":42,""CVS"":36,""7-Eleven"":29,""Shell Oil"":29,""Starbucks"":28,""Whataburger"":26,""QuikTrip"":26,""Chick-fil-A"":26,""The Home Depot"":24,""Chevron"":24,""Target"":23,""Sonic"":22,""Sam's Club"":21,""Jack in the Box"":18,""RaceTrac"":18,""Subway"":18,""Taco Bell"":17,""Tesla Motors"":16}","[1,3,2,2,2,6,13,31,34,34,49,60,59,59,60,52,63,45,42,31,29,14,3,1]","{""Monday"":69,""Tuesday"":71,""Wednesday"":59,""Thursday"":59,""Friday"":70,""Saturday"":75,""Sunday"":49}","{""android"":143,""ios"":164}"
423,222-223@5tz-bfv-f2k,222-225@5tz-bfv-f2k,Ray's Food Place,5000 Valley West Blvd,Arcata,CA,95521,SG_BRAND_54921565d09ad66c2977781184732ffe,Ray's Food Place,2019-04-01T00:00:00-07:00,2019-05-01T00:00:00-07:00,71,57,"[2,4,2,0,2,2,2,0,0,0,1,3,5,4,3,1,5,1,2,3,2,2,2,7,3,5,3,1,0,4]",60230012003,"{""060230012003"":9,""060150001054"":4,""060230011014"":4,""060230012001"":4,""060230105013"":4,""060230011011"":4,""060670067012"":4,""060230104002"":4,""060230009001"":4,""060890108071"":4,""060150001012"":4}","{""06023001200"":14,""06023000900"":6,""06023010200"":4,""06023000200"":4,""06015000105"":4,""06023010400"":4,""06023001000"":4,""06023010700"":4,""06023010502"":4,""06023001101"":4,""06023010501"":4,""06089011900"":4}","{""060230012003"":8,""060230005001"":5,""060230011014"":4,""060890119001"":4,""060230010005"":4,""060230102001"":4,""060230104002"":4,""060230105013"":4,""060230105023"":4,""060150001012"":4,""060150002012"":4,""060230011011"":4,""060230012002"":4}","{""US"":56}",4835.0,14.0,"{""<5"":1,""5-10"":23,""11-20"":27,""21-60"":18,""61-120"":1,""121-240"":1,"">240"":0}","{""Costco"":6,""Target"":4,""Chevron"":4,""Kmart"":4,""T.J. Maxx"":4,""Safeway"":4,""Smart Foodservice"":4,""Ace Hardware"":4,""Grocery Outlet"":4,""Days Inn"":4,""McDonald's"":4,""Sportsman's Warehouse"":4,""Jack in the Box"":3,""Hampton"":3,""Super 8"":3,""ARCO"":3,""Ferguson"":3,""Subway"":3,""Dollar Tree"":3,""FleetPride"":1}","{""Chevron"":44,""Walmart"":33,""Target"":32,""Safeway"":30,""McDonald's"":30,""Dollar Tree"":30,""Costco"":28,""Starbucks"":26,""T.J. Maxx"":25,""Ace Hardware"":21,""Grocery Outlet"":21,""Subway"":21,""Kmart"":18,""Michaels Stores"":18,""Carl's Jr."":18,""Taco Bell"":16,""WinCo Foods"":16,""Burger King"":16,""Best Western"":16,""Shell Oil"":16}","[0,0,0,0,0,0,1,2,3,2,4,7,6,6,13,9,12,6,8,5,3,2,1,0]","{""Monday"":7,""Tuesday"":11,""Wednesday"":14,""Thursday"":5,""Friday"":12,""Saturday"":13,""Sunday"":9}","{""android"":42,""ios"":14}"
424,222-222@5p2-2mh-w49,,Team J Sales and Marketing,3310 H St,Omaha,NE,68107,,,2019-04-01T00:00:00-05:00,2019-05-01T00:00:00-05:00,310,101,"[10,11,9,11,15,8,2,16,11,9,8,14,10,2,10,15,11,7,19,13,5,6,8,12,13,16,12,0,13,14]",310550031004,"{""310550031004"":8,""560019627002"":6,""310550074602"":6,""311090003004"":5,""310550073101"":4,""290499604001"":4,""360870124012"":4,""311530106283"":4,""310550073184"":4,""060375362005"":4,""170438465142"":4,""050330201003"":4,""311530106241"":4,""310550008001"":4,""061030008004"":4,""200910526071"":4,""191550314002"":4,""311090034011"":4,""310550020002"":4,""530610414003"":4,""191550304014"":4,""171978802022"":4,""310790013002"":4,""310550024004"":4}","{""31055007405"":5,""31055000800"":5,""31109003717"":5,""19155021502"":4,""06103000800"":4,""31055000400"":4,""27003050235"":4,""05033020100"":4,""31153010632"":4,""31055002900"":4,""31055007467"":4,""17043846514"":4,""31055003100"":4,""06053014500"":4,""19155031400"":4,""31153010701"":4,""19085290400"":4,""31153010633"":4}","{""310550031004"":12,""360870124012"":6,""310550028001"":5,""310550071012"":4,""530530628021"":4,""311530106241"":4,""311090003004"":4,""560019627002"":4,""311530106322"":4,""060670074291"":4,""190150206001"":4,""191550215023"":4,""310550020002"":4,""311679622002"":4,""311090034011"":4}","{""US"":90}",24170.0,122.0,"{""<5"":6,""5-10"":46,""11-20"":21,""21-60"":47,""61-120"":32,""121-240"":61,"">240"":97}","{""Love's Travel Stops and Country Stores"":5,""Walmart"":5,""Menard's"":3,""Casey's General Stores"":3,""QuikTrip"":2,""Pilot Flying J"":2,""McDonald's"":2,""Phillips 66"":2,""BP"":2,""Papa John's"":2,""Burger King"":2,""Target"":2,""Taco Bell"":2,""AutoZone"":2,""Sam's Club"":2,""Lowe's"":1,""Starbucks"":1,""Park Plaza"":1,""Denny's"":1,""Hardee's"":1}","{""Walmart"":56,""Subway"":36,""Phillips 66"":34,""Love's Travel Stops and Country Stores"":33,""Burger King"":32,""McDonald's"":32,""BP"":29,""Shell Oil"":28,""Pilot Flying J"":27,""QuikTrip"":24,""International Trucks"":22,""TravelCenters of America"":22,""Casey's General Stores"":21,""Freightliner Trucks"":21,""Taco Bell"":20,""Restaurant Depot"":17,""Menard's"":17,""Americold Logistics"":15,""The Home Depot"":14,""Wendy's"":14}","[8,9,10,7,9,21,55,93,109,114,119,106,99,102,93,84,67,40,24,18,18,16,15,8]","{""Monday"":55,""Tuesday"":59,""Wednesday"":41,""Thursday"":39,""Friday"":64,""Saturday"":43,""Sunday"":9}","{""android"":65,""ios"":37}"
