,placekey,parent_placekey,location_name,safegraph_brand_ids,brands,top_category,sub_category,naics_code,latitude,longitude,street_address,city,region,postal_code,iso_country_code,phone_number,open_hours,category_tags,opened_on,closed_on,tracking_closed_since,geometry_type
805,223-222@5yw-6dq-pn5,,Legendary Smiles,,,Offices of Dentists,Offices of Dentists,621210.0,39.60627,-119.842955,1130 N Hills Blvd,Reno,NV,89506,US,17754998269.0,,,,,2019-07,POLYGON
806,222-222@5q5-rpw-ckf,,Brighterside Vertical Farms,,,Specialized Freight Trucking,"Specialized Freight (except Used Goods) Trucking, Long-Distance",484230.0,40.505061,-106.853755,2524 Copper Ridge Dr,Steamboat Springs,CO,80487,US,19707612147.0,"{ ""Mon"": [[""9:00"", ""17:00""]], ""Tue"": [[""9:00"", ""17:00""]], ""Wed"": [[""9:00"", ""17:00""]], ""Thu"": [[""9:00"", ""17:00""]], ""Fri"": [[""9:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",,,,2019-07,POLYGON
807,222-228@627-tw2-r49,222-22d@627-tw2-r49,Medi Weightloss,,,Personal Care Services,Diet and Weight Reducing Centers,812191.0,40.959215,-74.237658,1055 Hamburg Tpke,Wayne,NJ,7470,US,19736468383.0,"{ ""Mon"": [], ""Tue"": [[""13:00"", ""19:00""]], ""Wed"": [[""7:00"", ""14:00""]], ""Thu"": [[""10:00"", ""19:00""]], ""Fri"": [[""7:00"", ""14:00""]], ""Sat"": [[""7:00"", ""13:00""]], ""Sun"": [] }",,,,2019-07,POLYGON
808,223-228@5yw-b4c-td9,,Kalifornia Jean Bar,,,Clothing Stores,Women's Clothing Stores,448120.0,39.170926,-120.141392,495 N Lake Blvd Ste 171,Sunnyside-Tahoe City,CA,96145,US,,,,,,2019-07,POLYGON
809,zzw-222@8fz-5j5-dn5,,Cooling America USA,,,"Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers",Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers,423730.0,26.6508,-80.241347,2117 Vinings Cir,Wellington,FL,33414,US,15618893611.0,"{ ""Mon"": [[""9:00"", ""17:00""]], ""Tue"": [[""9:00"", ""17:00""]], ""Wed"": [[""9:00"", ""17:00""]], ""Thu"": [[""9:00"", ""17:00""]], ""Fri"": [[""9:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",,,,2019-07,POLYGON
810,222-223@5pb-sgc-2hq,,Rushford Peterson Elementary,,,Elementary and Secondary Schools,Elementary and Secondary Schools,611110.0,43.811018,-91.752786,102 N Mill St,Rushford,MN,55971,US,,,,,,2019-07,POLYGON
811,22n-222@627-wgx-7t9,,Major Motors Leasing,,,Automobile Dealers,Used Car Dealers,441120.0,40.641403,-73.987083,1247 39th St,Brooklyn,NY,11218,US,17182415720.0,"{ ""Mon"": [[""9:00"", ""21:00""]], ""Tue"": [[""9:00"", ""21:00""]], ""Wed"": [[""9:00"", ""21:00""]], ""Thu"": [[""9:00"", ""21:00""]], ""Fri"": [[""9:00"", ""17:00""]], ""Sat"": [], ""Sun"": [[""12:00"", ""17:00""]] }",,,,2019-07,POLYGON
812,226-222@8fz-5j6-mff,223-222@8fz-5j6-mff,Pilates Core Arena,,,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940.0,26.664496,-80.267168,13873 Wellington Trce Ste B12,Wellington,FL,33414,US,15616746822.0,"{ ""Mon"": [[""6:00"", ""21:00""]], ""Tue"": [[""6:00"", ""21:00""]], ""Wed"": [[""6:00"", ""21:00""]], ""Thu"": [[""6:00"", ""21:00""]], ""Fri"": [[""6:00"", ""21:00""]], ""Sat"": [[""7:00"", ""18:00""]], ""Sun"": [[""7:00"", ""18:00""]] }",,,,2019-07,POLYGON
813,zzw-223@8fc-fky-cbk,,Shipley Donuts,SG_BRAND_9f671ba3a5368d9,Shipley Donuts,Specialty Food Stores,Baked Goods Stores,445291.0,29.539537,-95.534094,9011 Highway 6,Missouri City,TX,77459,US,12817782444.0,"{ ""Mon"": [[""5:00"", ""20:00""]], ""Tue"": [[""5:00"", ""20:00""]], ""Wed"": [[""5:00"", ""20:00""]], ""Thu"": [[""5:00"", ""20:00""]], ""Fri"": [[""5:00"", ""20:00""]], ""Sat"": [[""5:00"", ""20:00""]], ""Sun"": [[""5:00"", ""20:00""]] }",,,,2019-07,POLYGON
814,zzw-223@5v9-8rf-rff,zzw-222@5v9-8rb-5mk,Happy Nails,,,Personal Care Services,Nail Salons,812113.0,42.340779,-122.870554,1134 Biddle Rd,Medford,OR,97504,US,15416901635.0,,,,,2019-07,POLYGON
815,222-222@8fv-zpp-w6k,,Sweet Tomatoes,SG_BRAND_c2aed8f1b2c6acb544efe76d85db85a4,Sweet Tomatoes,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,26.038126,-80.162749,2906 Oakwood Blvd,Hollywood,FL,33020,US,19549239444.0,"{ ""Mon"": [[""11:00"", ""21:00""]], ""Tue"": [[""11:00"", ""21:00""]], ""Wed"": [[""11:00"", ""21:00""]], ""Thu"": [[""11:00"", ""21:00""]], ""Fri"": [[""11:00"", ""22:00""]], ""Sat"": [[""11:00"", ""22:00""]], ""Sun"": [[""11:00"", ""21:00""]] }","Buffet,Salad,Lunch,Vegetarian Food,Soup,Dinner",,2020-05,2019-07,POLYGON
816,zzw-222@8sz-ty4-wff,,Nestlé Café,SG_BRAND_bba476f84bdebbd026a91fdbf3bc3416,Nestlé Café,Bakeries and Tortilla Manufacturing,Retail Bakeries,311811.0,29.500086,-98.700424,6626 W Loop 1604 N,San Antonio,TX,78254,US,,,,,,2021-01,POLYGON
817,zzw-223@5x4-4b4-nyv,,Sephora,SG_BRAND_0a6156d4e69eed9ea8ba461b0e8afb39,Sephora,Health and Personal Care Stores,"Cosmetics, Beauty Supplies, and Perfume Stores",446120.0,47.616171,-122.337686,2020 Westlake Ave,Seattle,WA,98121,US,12065693145.0,,,,,2019-07,POLYGON
818,zzw-222@5s6-b38-3yv,,Super Mercado Rosales,,,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110.0,41.678496,-85.966031,1036 S Main St,Elkhart,IN,46516,US,15745220667.0,,,,2020-01,2019-07,POLYGON
819,222-222@5pj-23h-7nq,222-223@5pj-23h-7nq,Western Union,SG_BRAND_9ee39f394d21a7f4848ab78a78da00c3,Western Union,Activities Related to Credit Intermediation,Other Activities Related to Credit Intermediation,522390.0,38.414491,-90.39263,3937 Vogel Rd,Arnold,MO,63010,US,,,,,,2021-02,POLYGON
820,zzw-223@5q7-6m2-9pv,zzw-222@5q7-6m2-85f,Starbucks,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515.0,40.574148,-105.116938,1015 S Taft Hill Rd,Fort Collins,CO,80521,US,,"{ ""Mon"": [[""6:00"", ""20:00""]], ""Tue"": [[""6:00"", ""20:00""]], ""Wed"": [[""6:00"", ""20:00""]], ""Thu"": [[""6:00"", ""20:00""]], ""Fri"": [[""6:00"", ""20:00""]], ""Sat"": [[""6:00"", ""20:00""]], ""Sun"": [[""6:00"", ""20:00""]] }","Snacks,Counter Service,Dessert,Tea House,Coffee Shop,Bakery",,,2019-07,POLYGON
821,zzw-222@63v-4t9-snq,,St Paul Methodist Church Of Bloomfield Hills,,,Religious Organizations,Religious Organizations,813110.0,42.604676,-83.257263,165 E Square Lake Rd,Bloomfld Hls,MI,48302,US,,,,,,2019-07,POLYGON
822,zzy-222@5nw-hgw-2x5,,Sunshine & Rainbows Preschool,,,Child Day Care Services,Child Day Care Services,624410.0,42.473489,-96.414646,11274 Old Maple Rd,South Sioux City,NE,68776,US,14024945103.0,,,,,2019-07,POLYGON
823,229-223@8sz-gdk-mhq,,Montgomery Chiropractic,,,Offices of Other Health Practitioners,Offices of Chiropractors,621310.0,31.060668,-97.458448,401 E 6th Ave,Belton,TX,76513,US,12549395801.0,"{ ""Mon"": [[""7:30"", ""17:30""]], ""Tue"": [[""7:30"", ""17:30""]], ""Wed"": [[""7:30"", ""17:30""]], ""Thu"": [[""7:30"", ""17:30""]], ""Fri"": [[""7:30"", ""11:00""]], ""Sat"": [], ""Sun"": [] }",,,,2019-07,POLYGON
824,zzy-222@63d-6vr-y7q,,Janet's Hair Designs,,,Personal Care Services,Beauty Salons,812112.0,40.106061,-80.020788,28 S Main St,Ellsworth,PA,15331,US,17242394744.0,,,,,2019-07,POLYGON
825,zzw-222@62j-ykt-85f,,Hart Farm Nursery & Garden Center,,,Lawn and Garden Equipment and Supplies Stores,"Nursery, Garden Center, and Farm Supply Stores",444220.0,41.672845,-70.138731,21 Upper County Rd,Dennis Port,MA,2639,US,15083942693.0,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [[""8:00"", ""17:00""]], ""Sat"": [[""8:00"", ""17:00""]], ""Sun"": [[""8:00"", ""17:00""]] }",,,,2019-07,POLYGON
826,zzy-222@8gh-56s-bp9,222-222@8gh-56s-btv,Family Dollar Stores,SG_BRAND_6db086b96ff72a99a60c4a182d90fe10,Family Dollar Stores,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319.0,33.982202,-80.903539,2800 Leesburg Rd,Columbia,SC,29209,US,18037048800.0,,,,,,POLYGON
827,223-222@5qw-szz-5fz,,Oak Cliff Bike Synergy,,,Personal and Household Goods Repair and Maintenance,Other Personal and Household Goods Repair and Maintenance,811490.0,32.73266,-96.838875,1300 S Polk St Ste 178,Dallas,TX,75224,US,14694561136.0,,,,,2019-07,POLYGON
828,222-223@5yv-gws-gzf,,Henderson Sprinter Vans,,,Automobile Dealers,Used Car Dealers,441120.0,36.044821,-115.024373,925 Auto Show Dr,Henderson,NV,89014,US,17024853000.0,,,,,2019-07,POLYGON
829,22f-222@8fc-f6z-y9z,,Meineke Car Care Centers,SG_BRAND_db6b48fc042f3d3381391caa74ab3e14,Meineke Car Care Centers,Automotive Repair and Maintenance,General Automotive Repair,811111.0,29.764309,-95.752544,1270 Rock Canyon Dr,Katy,TX,77450,US,,"{ ""Mon"": [[""7:30"", ""18:00""]], ""Tue"": [[""7:30"", ""18:00""]], ""Wed"": [[""7:30"", ""18:00""]], ""Thu"": [[""7:30"", ""18:00""]], ""Fri"": [[""7:30"", ""18:00""]], ""Sat"": [[""7:30"", ""18:00""]], ""Sun"": [] }",,,,2019-07,POLYGON
830,222-224@63m-ndp-r6k,222-225@63m-ndp-r6k,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,McDonald's,Restaurants and Other Eating Places,Limited-Service Restaurants,722513.0,36.955661,-82.601899,780 Commonwealth Dr,Norton,VA,24273,US,12766795892.0,,"Counter Service,Lunch,Fast Food,Drive Through,Breakfast,Dinner,Burgers",,,2019-07,POLYGON
831,zzw-222@63s-9h8-tjv,,Dayspring Christian Academy,,,Elementary and Secondary Schools,Elementary and Secondary Schools,611110.0,40.042719,-76.426324,120 College Ave Ste 106,Mountville,PA,17554,US,,,,,,2019-07,POLYGON
832,225-222@63s-7p2-n3q,,Avon Grove Auto Tags,,,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210.0,39.830161,-75.813199,401 E Baltimore Pike,West Grove,PA,19390,US,13056099149.0,"{ ""Mon"": [[""10:00"", ""18:00""]], ""Tue"": [[""10:00"", ""18:00""]], ""Wed"": [[""10:00"", ""18:00""]], ""Thu"": [[""10:00"", ""18:00""]], ""Fri"": [[""10:00"", ""18:00""]], ""Sat"": [[""10:00"", ""14:00""]], ""Sun"": [] }",,,,2019-07,POLYGON
833,222-223@627-wjk-vmk,,Summit Oaks Hospital,,,General Medical and Surgical Hospitals,General Medical and Surgical Hospitals,622110.0,40.7141,-74.362647,19 Prospect St,Summit,NJ,7901,US,,,,,,2019-07,POLYGON
834,222-222@62k-3yg-k75,,Bay View Campground,,,RV (Recreational Vehicle) Parks and Recreational Camps,RV (Recreational Vehicle) Parks and Campgrounds,721211.0,41.72532,-70.585446,260 MacArthur Blvd,Monument Beach,MA,2532,US,15087597610.0,,,,,2019-07,POLYGON
835,22j-222@63d-5h5-v2k,,Western Union,SG_BRAND_9ee39f394d21a7f4848ab78a78da00c3,Western Union,Activities Related to Credit Intermediation,Other Activities Related to Credit Intermediation,522390.0,40.689626,-80.276784,1206 Pennsylvania Ave,Monaca,PA,15061,US,17244621040.0,,,,,2021-02,POLYGON
836,222-222@5pv-bf9-y5f,222-223@5pv-bf9-y5f,Parkside Bible Church,,,Religious Organizations,Religious Organizations,813110.0,39.879475,-86.41167,7950 N County Road 650 E,Brownsburg,IN,46112,US,13178523101.0,,,,,2019-07,POLYGON
837,224-222@5z4-zcy-gc5,,Lucky Riders Motorsports,,,Other Motor Vehicle Dealers,"Motorcycle, ATV, and All Other Motor Vehicle Dealers",441228.0,34.193503,-118.376186,11232 Vanowen St,North Hollywood,CA,91605,US,18184369413.0,"{ ""Mon"": [[""9:00"", ""19:00""]], ""Tue"": [[""9:00"", ""19:00""]], ""Wed"": [[""9:00"", ""19:00""]], ""Thu"": [[""9:00"", ""19:00""]], ""Fri"": [[""9:00"", ""19:00""]], ""Sat"": [[""9:00"", ""19:00""]], ""Sun"": [] }",,,,2019-07,POLYGON
838,zzw-223@8fw-2s7-rkz,,Michelle Sadownick PA,,,Offices of Real Estate Agents and Brokers,Offices of Real Estate Agents and Brokers,531210.0,26.371733,-80.075057,2424 N Federal Hwy,Boca Raton,FL,33431,US,15616331020.0,,,,,2019-07,POLYGON
839,zzw-222@63s-9fy-3yv,,Shank's Mare Outfitters,,,"Sporting Goods, Hobby, and Musical Instrument Stores",Sporting Goods Stores,451110.0,39.958415,-76.484393,2092 Long Level Rd,Wrightsville,PA,17368,US,17172521616.0,"{ ""Mon"": [[""10:00"", ""20:00""]], ""Tue"": [[""10:00"", ""20:00""]], ""Wed"": [[""10:00"", ""20:00""]], ""Thu"": [[""10:00"", ""20:00""]], ""Fri"": [[""10:00"", ""20:00""]], ""Sat"": [[""10:00"", ""17:00""]], ""Sun"": [[""12:00"", ""17:00""]] }",,,,2019-07,POLYGON
840,226-223@8tm-pcv-z4v,,Rob Hill VanDyk Mortgage Corporation,,,Activities Related to Credit Intermediation,Mortgage and Nonmortgage Loan Brokers,522310.0,35.130155,-106.562678,7410 Montgomery Blvd NE Ste 101,Albuquerque,NM,87109,US,15053133690.0,,,,,2019-07,POLYGON
841,224-222@8tt-q4p-gx5,,Faith Tabernacle Church,,,Religious Organizations,Religious Organizations,813110.0,31.96597,-110.294717,269 S San Pedro St,Benson,AZ,85602,US,15209047245.0,"{ ""Mon"": [], ""Tue"": [[""19:00"", ""20:30""]], ""Wed"": [], ""Thu"": [], ""Fri"": [], ""Sat"": [], ""Sun"": [[""10:00"", ""12:00""]] }",,,,2019-07,POLYGON
842,224-222@5wc-sgk-v9f,,Baskin Robbins,SG_BRAND_963fde2041e158441c414f9defe1a2cf,Baskin Robbins,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515.0,45.330253,-118.075074,2310 Island Ave,La Grande,OR,97850,US,,"{ ""Mon"": [[""11:00"", ""22:00""]], ""Tue"": [[""11:00"", ""22:00""]], ""Wed"": [[""11:00"", ""22:00""]], ""Thu"": [[""11:00"", ""22:00""]], ""Fri"": [[""11:00"", ""22:00""]], ""Sat"": [[""11:00"", ""22:00""]], ""Sun"": [[""11:00"", ""22:00""]] }","Snacks,Counter Service,Ice Cream Shop,Dessert,Bakery",,2020-01,2019-07,POLYGON
843,222-222@627-wsf-vs5,,Vital Care Of Connecticut Inc,,,Health and Personal Care Stores,Pharmacies and Drug Stores,446110.0,41.126409,-73.421461,189 Main St,Norwalk,CT,6851,US,12038450616.0,,,,,2019-07,POLYGON
844,224-222@5yv-gwz-33q,,Weight Watchers,SG_BRAND_b0980641a37b38460ec96d65bd20fd9d,Weight Watchers,Personal Care Services,Diet and Weight Reducing Centers,812191.0,36.010169,-114.993255,25 E Horizon Ridge Pkwy Ste 110,Henderson,NV,89002,US,,,,,,2019-07,POLYGON
845,zzw-224@8g6-x45-6ff,222-222@8g6-x45-6rk,Thai in the Box Restaurant,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,33.642345,-84.013869,1810 Highway 20 SE Ste 170,Conyers,GA,30013,US,16788065962.0,,Thai Food,,,2019-07,POLYGON
846,222-222@628-j42-7h5,,S Mel Ly 2 Sweet Spa W,,,Other Miscellaneous Store Retailers,Pet and Pet Supplies Stores,453910.0,40.818982,-74.927615,245 Valley Rd,Oxford,NJ,7863,US,19088571162.0,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [[""8:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",,,,2019-07,POLYGON
847,222-224@63v-x2c-dn5,,Gallery Kitchen & Bath Center,,,Home Furnishings Stores,All Other Home Furnishings Stores,442299.0,42.43694,-79.334089,112 W Main St,Fredonia,NY,14063,US,17166728696.0,,,,,2019-07,POLYGON
848,223-222@8dh-cmk-hwk,,Driver License Office,,,Administration of Economic Programs,Regulation and Administration of Transportation Programs,926120.0,24.711648,-81.094065,3384 Overseas Hwy,Marathon,FL,33050,US,13052892306.0,,,,,2019-07,POLYGON
849,225-222@8fz-thx-8vz,,Lionheart Printers,,,Printing and Related Support Activities,,3231.0,26.929234,-80.118554,1312 Commerce Ln Ste A15,Jupiter,FL,33458,US,15617818300.0,"{ ""Mon"": [[""10:30"", ""18:30""]], ""Tue"": [[""10:30"", ""18:30""]], ""Wed"": [[""10:30"", ""18:30""]], ""Thu"": [[""10:30"", ""18:30""]], ""Fri"": [[""10:30"", ""18:30""]], ""Sat"": [], ""Sun"": [] }",,,,2019-07,POLYGON
850,224-223@628-jtz-73q,,Dollar General,SG_BRAND_a4efb9d8ddf0f71207d49f713c5bc1e9,Dollar General,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319.0,41.31212,-75.319364,1033 Main St,Newfoundland,PA,18445,US,15706766035.0,,,,,2020-05,POLYGON
851,zzw-222@628-c2k-d35,,Jim Weiss Auto Body,,,Automotive Repair and Maintenance,"Automotive Body, Paint, and Interior Repair and Maintenance",811121.0,41.017502,-75.190486,150 Progress St,Arlington Heights,PA,18301,US,15706640192.0,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [[""8:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",,,,2019-07,POLYGON
852,226-222@8fw-395-5xq,,The Laboratory Patient Service Center,,,Medical and Diagnostic Laboratories,Medical Laboratories,621511.0,26.117214,-80.201173,320 S State Road 7 Ste 200,Plantation,FL,33317,US,19549167078.0,"{ ""Mon"": [[""8:00"", ""16:30""]], ""Tue"": [[""8:00"", ""16:30""]], ""Wed"": [[""8:00"", ""16:30""]], ""Thu"": [[""8:00"", ""16:30""]], ""Fri"": [[""8:00"", ""16:30""]], ""Sat"": [], ""Sun"": [] }",,,,2019-07,POLYGON
853,224-222@629-mmb-z2k,,Karl's Service Center,,,Automotive Repair and Maintenance,General Automotive Repair,811111.0,41.642849,-73.924196,5 Neptune Rd,Crown Heights,NY,12601,US,18454622850.0,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [[""8:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",,,2020-01,2019-07,POLYGON
854,222-222@628-hzt-r8v,,Meyersville Inn,,,Restaurants and Other Eating Places,Limited-Service Restaurants,722513.0,40.69017,-74.471264,632 Meyersville Rd,Gillette,NJ,7933,US,19086476302.0,,"Sandwich Shop,Salad,Italian Food",,2020-01,2019-07,POLYGON
855,229-222@628-pvx-9zz,,Columbus Barber Shop,,,Personal Care Services,Barber Shops,812111.0,40.071895,-74.745284,23202 Columbus Rd Ste D,Columbus,NJ,8022,US,16093724794.0,"{ ""Mon"": [], ""Tue"": [[""8:30"", ""18:30""]], ""Wed"": [[""8:30"", ""18:30""]], ""Thu"": [[""8:30"", ""18:30""]], ""Fri"": [[""8:30"", ""18:30""]], ""Sat"": [[""8:30"", ""15:30""]], ""Sun"": [] }",,,,2019-07,POLYGON
856,zzw-222@5vg-p97-qvf,zzw-226@5vg-p97-rkz,Famous Footwear,SG_BRAND_b9d5a5d63e4c2cbbd81051ab8ccd109f,Famous Footwear,Shoe Stores,Shoe Stores,448210.0,39.144405,-121.652874,1140 Harter Pkwy,Yuba City,CA,95993,US,15306456219.0,"{ ""Mon"": [[""10:00"", ""21:00""]], ""Tue"": [[""10:00"", ""21:00""]], ""Wed"": [[""10:00"", ""21:00""]], ""Thu"": [[""10:00"", ""21:00""]], ""Fri"": [[""10:00"", ""21:00""]], ""Sat"": [[""10:00"", ""21:00""]], ""Sun"": [[""11:00"", ""18:00""]] }",,,,2019-07,POLYGON
857,zzw-223@5z4-qh3-ysq,,Jesus Christ of LDS,,,Religious Organizations,Religious Organizations,813110.0,33.582958,-117.629954,26176 Antonio Pkwy,Las Flores,CA,92688,US,19497669610.0,,,,,2019-07,POLYGON
858,zzw-222@8gm-nfn-8jv,zzw-222@8gm-nft-ygk,Hartzog C William Surg,,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111.0,34.008597,-85.966856,100 Medical Center Dr,Gadsden,AL,35903,US,12564928590.0,,,,,2019-07,POLYGON
859,222-222@5q2-wmh-9pv,,Silvis Independent Serv,,,Gasoline Stations,Gasoline Stations with Convenience Stores,447110.0,41.510135,-90.407152,1540 1st Ave,Silvis,IL,61282,US,13097920701.0,,,,,2019-07,POLYGON
860,223-222@3x5-6nf-hbk,,The Bike Hub South,,,"Sporting Goods, Hobby, and Musical Instrument Stores",Sporting Goods Stores,451110.0,47.647774,-117.38911,817 S Perry St,Spokane,WA,99202,US,,,,,,2019-07,POLYGON
861,223-222@63d-3sj-435,,Pier 1 Imports,SG_BRAND_fb47be4fe8ceea2ad5c6e80e96705a83,Pier 1 Imports,Furniture Stores,Furniture Stores,442110.0,40.487171,-79.892857,843 Freeport Rd,Pittsburgh,PA,15238,US,14127820814.0,"{ ""Mon"": [[""10:00"", ""21:00""]], ""Tue"": [[""10:00"", ""21:00""]], ""Wed"": [[""10:00"", ""21:00""]], ""Thu"": [[""10:00"", ""21:00""]], ""Fri"": [[""10:00"", ""21:00""]], ""Sat"": [[""10:00"", ""21:00""]], ""Sun"": [[""11:00"", ""19:00""]] }",,2020-01,2020-07,2019-07,POLYGON
862,222-222@5qv-v85-vmk,,Lute Riley Honda,SG_BRAND_2ab3343875e56dc0a15cbb6a98570cf2,Honda,Automobile Dealers,New Car Dealers,441110.0,32.966174,-96.723863,1331 N Central Expy,Richardson,TX,75080,US,19722381700.0,"{ ""Mon"": [[""7:00"", ""21:00""]], ""Tue"": [[""7:00"", ""21:00""]], ""Wed"": [[""7:00"", ""21:00""]], ""Thu"": [[""7:00"", ""21:00""]], ""Fri"": [[""7:00"", ""21:00""]], ""Sat"": [[""7:00"", ""21:00""]], ""Sun"": [] }",,,,2019-07,POLYGON
863,22h-222@5qs-zqq-x89,,Oklahoma Health Insurance High Risk Pool,,,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210.0,35.455829,-97.41723,6117 SE 9th St,Midwest City,OK,73110,US,14057418434.0,,,,2020-01,2019-07,POLYGON
864,225-222@5z5-3kt-j5f,,Shyh Mine Lii Medical Clinic,,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111.0,34.078308,-118.073447,3859 Rosemead Blvd,Rosemead,CA,91770,US,,"{ ""Mon"": [[""8:30"", ""17:30""]], ""Tue"": [[""8:30"", ""17:30""]], ""Wed"": [[""8:30"", ""13:00""]], ""Thu"": [[""8:30"", ""17:30""]], ""Fri"": [[""8:30"", ""17:30""]], ""Sat"": [[""8:30"", ""14:00""]], ""Sun"": [] }",,,,2019-07,POLYGON
865,zzy-222@8f4-4yj-33q,,New Beulah Baptist Church,,,Religious Organizations,Religious Organizations,813110.0,31.354708,-86.883548,1776 Beulah Rd,Evergreen,AL,36401,US,12515783829.0,,,,,2019-07,POLYGON
866,zzy-222@8gb-6yw-r49,,Gastroenterology Atlanta,,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111.0,34.085696,-84.526244,9766 Ga 92 Ste 200,Woodstock,GA,30188,US,,,,,,2019-07,POLYGON
867,zzw-222@628-hy7-2kz,,Superior Custom Kitchens,,,Home Furnishings Stores,All Other Home Furnishings Stores,442299.0,40.631238,-74.499416,126 Mount Bethel Rd,Warren,NJ,7059,US,19087536005.0,,,,,2019-07,POLYGON
868,227-222@5qw-rsn-hnq,,Main Florist,,,Florists,Florists,453110.0,32.010993,-97.127722,215 E Elm St,Hillsboro,TX,76645,US,12545822900.0,"{ ""Mon"": [[""9:00"", ""17:00""]], ""Tue"": [[""9:00"", ""17:00""]], ""Wed"": [[""9:00"", ""17:00""]], ""Thu"": [[""9:00"", ""17:00""]], ""Fri"": [[""9:00"", ""17:00""]], ""Sat"": [[""9:00"", ""12:00""]], ""Sun"": [] }",,,,2019-07,POLYGON
869,227-222@63s-25q-dqf,,Kids First Swim School,,,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940.0,38.303487,-77.510466,1666 Carl D Silver Pkwy,Fredericksburg,VA,22401,US,15407857946.0,"{ ""Mon"": [[""9:00"", ""20:00""]], ""Tue"": [[""9:00"", ""20:00""]], ""Wed"": [[""9:00"", ""20:00""]], ""Thu"": [[""9:00"", ""20:00""]], ""Fri"": [[""9:00"", ""20:00""]], ""Sat"": [[""9:00"", ""20:00""]], ""Sun"": [[""9:00"", ""18:00""]] }",,,,2019-07,POLYGON
870,zzw-223@5p7-cvm-hqz,,Chuck's Barber Shop,,,Personal Care Services,Barber Shops,812111.0,45.121578,-95.048338,406 Litchfield Ave SW,Willmar,MN,56201,US,13202355711.0,,,,,2019-07,POLYGON
871,zzw-223@8fv-zqg-vfz,zzw-22r@8fv-zqg-td9,Tax Care Pembroke Pines,,,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",Tax Preparation Services,541213.0,26.00894,-80.279204,10081 Pines Blvd,Pembroke Pines,FL,33024,US,19549034036.0,"{ ""Mon"": [[""9:00"", ""17:00""]], ""Tue"": [[""9:00"", ""17:00""]], ""Wed"": [[""9:00"", ""17:00""]], ""Thu"": [[""9:00"", ""17:00""]], ""Fri"": [[""9:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",,,,2019-07,POLYGON
872,222-222@63b-yx6-st9,zzw-223@63b-yx6-s3q,Cost Cutters,SG_BRAND_0745a8b3a29b440c,Cost Cutters,Personal Care Services,Beauty Salons,812112.0,39.650013,-80.0011,1139 Target Way,Granville,WV,26501,US,13045985840.0,,,,,2019-07,POLYGON
873,zzw-226@8gp-3pc-q75,,Asana Wellness Center,,,,,,30.354473,-81.550437,9119 Merrill Rd,Jacksonville,FL,32225,US,19046835159.0,,,,,2019-07,POLYGON
874,zzy-222@5qx-24c-26k,,INTEGRIS Marshall County Medical Center,,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111.0,34.081088,-96.777721,1 Hospital Dr,Madill,OK,73446,US,,,,,2020-01,2019-07,POLYGON
