,origin_census_block_group,date_range_start,date_range_end,device_count,distance_traveled_from_home,bucketed_distance_traveled,median_dwell_at_bucketed_distance_traveled,completely_home_device_count,median_home_dwell_time,bucketed_home_dwell_time,at_home_by_each_hour,part_time_work_behavior_devices,full_time_work_behavior_devices,destination_cbgs,delivery_behavior_devices,median_non_home_dwell_time,candidate_device_count,bucketed_away_from_home_time,median_percentage_time_home,bucketed_percentage_time_home,mean_home_dwell_time,mean_non_home_dwell_time,mean_distance_traveled_from_home
614,291892112022,2019-01-02T00:00:00-06:00,2019-01-03T00:00:00-06:00,80,1499,"{""16001-50000"":9,""0"":33,"">50000"":3,""2001-8000"":8,""1-1000"":7,""1001-2000"":5,""8001-16000"":14}","{""16001-50000"":86,"">50000"":163,""<1000"":177,""2001-8000"":86,""1001-2000"":44,""8001-16000"":141}",30,723,"{""721-1080"":23,""361-720"":11,""61-360"":8,""<60"":17,"">1080"":16}","[44,44,44,43,46,46,43,36,32,33,28,30,27,29,28,30,36,31,33,41,44,45,47,45]",8,7,"{""291892132025"":1,""291892151051"":2,""291833105013"":1,""291892114013"":1,""291892152321"":1,""291892111022"":1,""291892131021"":4,""291892156001"":1,""171194015003"":1,""291892109253"":1,""291892166001"":1,""291892108033"":1,""291892112023"":3,""290079501003"":1,""291833112031"":1,""291833107001"":1,""120950168021"":1,""295101122003"":1,""180350011003"":1,""291892150011"":2,""295101193003"":1,""291833111531"":1,""291833109022"":1,""291892131014"":1,""291892113322"":1,""291892112011"":10,""291892206022"":1,""291833111031"":1,""295101063001"":1,""291892109251"":3,""290190020002"":1,""120950171031"":1,""291892112022"":68,""291892114012"":1,""291833110042"":1,""291892126003"":1,""291892109232"":1,""291892151411"":1,""291892218003"":2,""291833115001"":1,""291892163002"":1,""291892156003"":1,""290950099002"":1,""295101074003"":1,""291892108041"":1,""291833103023"":1,""291892196002"":1,""291892143001"":1,""291892152021"":1,""291892152312"":1,""171194002004"":1,""291833105021"":3,""291892112013"":3,""291833112121"":1,""291833103011"":1,""291833115002"":1,""291892132024"":1,""291892151431"":1,""290270701003"":1,""290190019022"":1,""171635033224"":2,""291892108032"":1,""291833103022"":1,""120090686011"":1,""291892110005"":3,""120970408021"":1,""291892113013"":1,""291892114021"":1,""291833106012"":1}",1,123,188,"{""21-45"":3,""481-540"":6,""541-600"":1,""721-840"":1,""301-360"":1,""<20"":32,""61-120"":3,""241-300"":1,""121-180"":3,""421-480"":5,""1321-1440"":1,""841-960"":4,""1081-1200"":1,""601-660"":1,""181-240"":6,""661-720"":1,""361-420"":3}",80,"{""0-25"":17,""76-100"":45,""51-75"":13,""26-50"":4}",649,229,41999
615,291892178023,2019-01-02T00:00:00-06:00,2019-01-03T00:00:00-06:00,95,2267,"{""16001-50000"":10,""0"":17,"">50000"":11,""2001-8000"":18,""1-1000"":3,""1001-2000"":7,""8001-16000"":20}","{""16001-50000"":184,"">50000"":60,""<1000"":44,""2001-8000"":74,""1001-2000"":15,""8001-16000"":37}",21,813,"{""721-1080"":19,""361-720"":13,""61-360"":10,""<60"":18,"">1080"":30}","[60,54,58,58,58,61,55,53,50,42,41,43,42,36,32,42,46,43,49,57,61,62,67,67]",13,9,"{""121150023043"":1,""291892137002"":1,""295101273001"":1,""291892177024"":1,""291833124002"":1,""291892178021"":9,""291892156001"":1,""291892178071"":3,""090010435001"":1,""121150024011"":1,""471490409011"":1,""291892214231"":1,""291892175002"":1,""390351752013"":2,""291892177025"":5,""291892179231"":4,""291892221002"":1,""291892189004"":1,""291892177021"":1,""170999634004"":2,""171635016043"":1,""291892152311"":1,""291892179312"":1,""291892176004"":2,""295101191012"":1,""291892153012"":3,""291892134001"":1,""291892178424"":3,""090010505001"":1,""291892154003"":1,""171635016031"":1,""550979604005"":1,""291892178022"":2,""291892178062"":3,""291892151424"":1,""291892218003"":1,""291892178063"":1,""295101186001"":1,""291892179311"":2,""171635040011"":1,""390351361014"":3,""291892177022"":2,""291892176002"":2,""291892180112"":1,""291892204315"":1,""470650113231"":1,""291892156003"":1,""291892178023"":80,""291892212011"":2,""170311703005"":1,""171635039063"":1,""295101034002"":1,""291892215061"":1,""291892216283"":1,""291892178512"":1,""295101124003"":1,""291892173002"":1,""291892164001"":1,""121150026042"":1,""550219706001"":1,""291892152021"":2,""291892152013"":2,""291892152312"":1,""181770105001"":2,""291892178024"":7,""181339565004"":1,""291892212021"":1,""291892152024"":2,""550730011021"":2,""291892177013"":2,""291892216292"":2,""391390021023"":1,""050690025001"":1,""291892216282"":1,""120150303013"":2,""291892132024"":1,""291892180111"":1,""295101024001"":1,""291892216281"":5,""291892179321"":1,""121150020033"":1,""291892177023"":1,""291892151021"":1,""291892214232"":1,""291892178421"":2,""291892179411"":4,""471251020041"":1,""295101162005"":1,""291892152324"":1,""291892114021"":1}",2,118,222,"{""21-45"":9,""481-540"":2,""541-600"":5,""46-60"":1,""721-840"":3,""1201-1320"":3,""301-360"":4,""<20"":37,""61-120"":3,""241-300"":5,""121-180"":1,""421-480"":6,""1321-1440"":1,""841-960"":2,""1081-1200"":1,""601-660"":5,""181-240"":2,""661-720"":3,""361-420"":1}",80,"{""0-25"":17,""76-100"":52,""51-75"":15,""26-50"":11}",747,268,32024
616,295101014003,2019-01-02T00:00:00-06:00,2019-01-03T00:00:00-06:00,63,1604,"{""16001-50000"":6,""0"":21,"">50000"":6,""2001-8000"":13,""1-1000"":1,""1001-2000"":1,""8001-16000"":11}","{""16001-50000"":253,"">50000"":39,""<1000"":320,""2001-8000"":45,""1001-2000"":13,""8001-16000"":74}",22,666,"{""721-1080"":12,""361-720"":10,""61-360"":6,""<60"":17,"">1080"":18}","[31,31,31,32,32,33,31,32,33,28,24,27,20,20,18,22,24,22,27,31,30,29,28,30]",5,2,"{""295101162006"":1,""471570038001"":1,""291892152321"":1,""295101025002"":1,""291892131021"":1,""295101023002"":1,""295101155007"":1,""295101141021"":1,""295101161001"":1,""290997001112"":1,""295101151005"":2,""295101153001"":1,""295101013003"":3,""295101266002"":1,""295101193003"":1,""295101272003"":1,""291892131014"":1,""295101153004"":1,""291892177012"":1,""471570205412"":1,""295101275002"":1,""295101256001"":2,""171635012002"":1,""295101015001"":2,""471570206441"":1,""295101192002"":1,""295101142001"":1,""295101186001"":3,""295101012002"":1,""291833105022"":1,""290693609001"":1,""471570036002"":1,""295101272002"":1,""291892212011"":1,""295101256002"":1,""295101124003"":1,""295101272001"":1,""290693607001"":1,""295101014003"":49,""171635027001"":1,""291892108052"":1,""200739656001"":1,""291892152024"":1,""291833105021"":1,""295101212001"":1,""291833115002"":1,""295101165001"":1,""295101011001"":1,""291892197002"":1,""295101256003"":2,""295101023001"":1,""291892211001"":1,""295101255002"":1,""295101155001"":1,""295101018004"":1,""291892183002"":1}",2,55,183,"{""21-45"":6,""481-540"":3,""541-600"":1,""721-840"":1,""301-360"":3,""<20"":21,""61-120"":7,""241-300"":1,""121-180"":2,""1321-1440"":1,""961-1080"":2,""181-240"":1,""661-720"":1,""361-420"":3}",89,"{""0-25"":14,""76-100"":31,""51-75"":10,""26-50"":3}",636,207,3943
617,300310010024,2019-01-02T00:00:00-07:00,2019-01-03T00:00:00-07:00,59,2404,"{""0"":20,"">50000"":10,""2001-8000"":13,""1-1000"":6,""1001-2000"":7,""8001-16000"":3}","{"">50000"":87,""<1000"":177,""2001-8000"":75,""1001-2000"":73,""8001-16000"":22}",20,389,"{""721-1080"":12,""361-720"":10,""61-360"":9,""<60"":18,"">1080"":9}","[29,26,29,28,23,28,27,22,18,19,14,14,9,13,5,19,15,22,24,25,27,29,27,28]",6,1,"{""530530721074"":2,""300310011021"":3,""390930703004"":1,""271370152001"":1,""530530604003"":1,""130510107001"":1,""421010005001"":1,""300310011013"":5,""300310010012"":1,""270539800001"":1,""300310011012"":1,""530670122221"":2,""560019631002"":2,""516600002041"":1,""170319800001"":1,""300310012004"":1,""300310007012"":1,""300310016002"":1,""300310010021"":1,""300310006001"":3,""300310001011"":1,""530530721091"":2,""421010261001"":1,""360790109006"":1,""530330041002"":1,""300310010022"":4,""300310002003"":1,""271370127001"":1,""530530609044"":2,""300310006002"":1,""300310007021"":2,""300310009002"":1,""300310008001"":1,""300310007014"":5,""421010008043"":1,""120950169061"":1,""510150703003"":1,""511079801001"":1,""530530610021"":2,""300310009001"":1,""300310010024"":44,""271370135001"":1,""300310005031"":4}",1,68,155,"{""21-45"":2,""481-540"":2,""541-600"":1,""46-60"":2,""721-840"":2,""1201-1320"":1,""301-360"":2,""<20"":25,""61-120"":3,""241-300"":1,""121-180"":3,""421-480"":1,""1321-1440"":1,""841-960"":2,""1081-1200"":1,""961-1080"":4,""601-660"":1,""181-240"":2,""661-720"":2,""361-420"":1}",79,"{""0-25"":19,""76-100"":30,""51-75"":7,""26-50"":1}",523,259,392477
618,310550056003,2019-01-02T00:00:00-06:00,2019-01-03T00:00:00-06:00,30,2302,"{""1001-2000"":1,""2001-8000"":11,""0"":10,""8001-16000"":6}","{""1001-2000"":61,""2001-8000"":25,""8001-16000"":100}",11,723,"{""721-1080"":2,""361-720"":5,""61-360"":2,""<60"":7,"">1080"":5}","[18,17,21,20,19,19,12,12,9,9,10,7,8,10,6,8,9,10,13,16,18,16,17,17]",2,1,"{""310550063024"":1,""310550043001"":1,""310550068063"":1,""310550046003"":1,""310550074092"":1,""311530106202"":1,""310550074442"":1,""310550073171"":1,""310550060004"":1,""311530106201"":1,""310550056003"":25,""191550313002"":1,""310550063022"":1,""310550067011"":1,""310550005002"":1,""310550057001"":1,""310550048003"":1,""191550212003"":1,""311090012003"":1,""310550070031"":1,""310550074434"":1,""310550074083"":1,""310550064006"":1,""310550074581"":1,""310550074664"":1,""310550056001"":2,""310550070021"":1,""310550074552"":1,""310550074591"":1,""310550074653"":1,""310550070011"":2}",1,24,80,"{""21-45"":1,""481-540"":1,""541-600"":1,""721-840"":1,""301-360"":1,""<20"":14,""61-120"":4,""241-300"":2,""121-180"":1,""601-660"":2,""661-720"":1,""361-420"":1}",96,"{""0-25"":3,""76-100"":15,""51-75"":3,""26-50"":3}",696,191,2419
619,310550075062,2019-01-02T00:00:00-06:00,2019-01-03T00:00:00-06:00,290,2421,"{""16001-50000"":30,""0"":85,"">50000"":34,""2001-8000"":45,""1-1000"":30,""1001-2000"":8,""8001-16000"":53}","{""16001-50000"":38,"">50000"":31,""<1000"":74,""2001-8000"":117,""1001-2000"":69,""8001-16000"":83}",84,291,"{""721-1080"":48,""361-720"":42,""61-360"":47,""<60"":107,"">1080"":45}","[122,120,123,118,120,117,117,100,92,83,76,74,78,75,69,73,78,86,89,101,114,119,125,128]",30,13,"{""270530265141"":1,""310550074502"":5,""311090006001"":1,""310550074491"":2,""310550075122"":2,""200910535062"":1,""310550075042"":2,""310550074093"":11,""191530108041"":1,""191530111142"":1,""200910534104"":2,""310550023001"":1,""310550067041"":2,""310550074293"":1,""310550060002"":1,""311530107011"":1,""310550004001"":1,""311090023006"":1,""310550074712"":3,""310550074342"":1,""310550074402"":3,""190130014001"":1,""550350003023"":1,""170318047062"":1,""310550043002"":1,""191799606003"":1,""311530106291"":2,""310550075121"":27,""310550019002"":1,""270539800001"":1,""310550074701"":1,""310550073111"":1,""310550074323"":4,""310550074492"":4,""310550075133"":15,""310550057003"":1,""311530106215"":1,""320030029621"":1,""310550075061"":2,""310550075111"":5,""191530029003"":1,""310550018002"":1,""310550075082"":4,""310550074561"":1,""191550313001"":2,""191550319002"":1,""380170009041"":1,""310550074053"":1,""311530106313"":1,""310550062025"":1,""310550066022"":1,""311530106182"":1,""311530106321"":1,""311770503003"":1,""310550067012"":3,""310550073182"":1,""081170002001"":1,""310550074702"":1,""310550074062"":1,""310550074091"":1,""311090019001"":1,""310550018001"":1,""310550074443"":2,""310550074543"":1,""310550074352"":1,""311530106234"":1,""310550073142"":1,""170311510023"":1,""311530101063"":2,""310550074052"":1,""310550069052"":2,""310550074722"":16,""311090014004"":1,""200910533012"":1,""310550057004"":3,""310550074691"":8,""310550073181"":1,""310550074421"":1,""310550016002"":1,""202090450002"":1,""310539644001"":1,""311459632001"":1,""310550074061"":1,""310550073183"":1,""310550074433"":2,""460099676001"":1,""310550074422"":2,""310550075152"":4,""310539643001"":2,""310550018003"":1,""310550075141"":3,""311090030023"":1,""310550075081"":2,""320030028471"":1,""191290402022"":1,""310550075113"":3,""190852904002"":1,""310550074511"":9,""310550074711"":1,""191799609002"":1,""320030068004"":3,""310550069043"":1,""310550067011"":4,""310550075043"":1,""311530106143"":1,""311530106221"":1,""401091083032"":1,""310550066024"":2,""310550074461"":5,""311530106145"":1,""310550074483"":1,""191799610003"":1,""310550068051"":1,""310550074392"":1,""290059502001"":1,""310550074381"":1,""310550075092"":1,""310550075052"":4,""170312510001"":1,""311530106323"":1,""191550306013"":1,""310539641003"":1,""310550074721"":3,""310550069051"":2,""310550069044"":1,""310550075051"":2,""551270017012"":1,""311530106191"":1,""310550075123"":3,""310550074704"":2,""310550070031"":1,""311530102033"":1,""310550074083"":3,""171770003001"":1,""310550067031"":2,""311090020021"":4,""120950170171"":1,""310550074451"":1,""310539636005"":1,""310550075131"":1,""320030058401"":1,""191799606001"":1,""310539638002"":1,""310550074515"":1,""310550063031"":1,""310550034011"":1,""380170101082"":1,""191530104051"":1,""310550074552"":1,""310550069061"":1,""191530110211"":1,""310550074541"":2,""190350801006"":1,""191550319001"":1,""311530104012"":1,""310550073042"":1,""310550031004"":2,""081170002005"":1,""310550074412"":1,""311090002023"":1,""310550075112"":6,""310550074631"":1,""310550070011"":1,""191530105001"":2,""310550075062"":218,""310550074401"":2}",3,54,991,"{""21-45"":20,""481-540"":10,""541-600"":10,""46-60"":9,""721-840"":8,""1201-1320"":2,""301-360"":9,""<20"":115,""61-120"":15,""241-300"":15,""121-180"":15,""421-480"":10,""1321-1440"":3,""841-960"":6,""961-1080"":8,""601-660"":7,""181-240"":11,""661-720"":3,""361-420"":10}",65,"{""0-25"":101,""76-100"":133,""51-75"":40,""26-50"":16}",458,217,4156
620,330110009011,2019-01-02T00:00:00-05:00,2019-01-03T00:00:00-05:00,32,1088,"{""16001-50000"":4,""0"":3,"">50000"":1,""2001-8000"":11,""1-1000"":4,""1001-2000"":1,""8001-16000"":1}","{""16001-50000"":230,"">50000"":14,""<1000"":15,""2001-8000"":125,""1001-2000"":406,""8001-16000"":417}",4,716,"{""721-1080"":13,""361-720"":2,""61-360"":1,""<60"":8,"">1080"":4}","[14,14,18,15,16,14,15,13,9,5,8,6,8,7,8,10,11,15,12,14,13,14,14,17]",5,3,"{""330130030013"":3,""330110026003"":1,""330110102001"":1,""330110009021"":1,""250092544024"":1,""330110003003"":1,""330110017001"":1,""330130030061"":2,""330110007001"":6,""330130030012"":1,""330110114021"":1,""120710601021"":1,""330159800111"":1,""330110009011"":24,""330110025002"":2,""330110001022"":1,""330110021003"":1,""330130323001"":1,""330110003002"":1,""330110013001"":1,""330110009014"":1,""330110009023"":1,""330110027022"":1,""330110009012"":2,""250173155001"":1,""250092213004"":1,""330110107001"":1,""120710602011"":1,""330110010001"":1,""120710602031"":1,""330112004002"":3,""250092544022"":1,""330110111022"":1,""330110002022"":1,""330110021004"":1,""330110141001"":1}",1,282,53,"{""21-45"":1,""481-540"":3,""301-360"":5,""<20"":6,""241-300"":1,""121-180"":1,""421-480"":3,""961-1080"":1,""181-240"":9,""361-420"":2}",66,"{""0-25"":4,""76-100"":7,""51-75"":7,""26-50"":1}",607,280,6222
621,340030383004,2019-01-02T00:00:00-05:00,2019-01-03T00:00:00-05:00,56,830,"{""16001-50000"":1,""0"":11,""2001-8000"":18,""1-1000"":6,""1001-2000"":2,""8001-16000"":12}","{""16001-50000"":10,""<1000"":264,""2001-8000"":55,""1001-2000"":27,""8001-16000"":101}",13,617,"{""721-1080"":12,""361-720"":11,""61-360"":11,""<60"":10,"">1080"":6}","[31,36,34,31,30,32,31,29,18,13,7,9,7,11,17,17,23,24,22,27,32,31,28,32]",12,10,"{""340130073003"":1,""340130154003"":1,""340030313003"":2,""340030061004"":1,""340170133003"":1,""340390329022"":1,""340030423023"":1,""360610090003"":1,""340170193001"":1,""340030311003"":3,""340130136003"":1,""360610098003"":1,""340130145001"":1,""340170127004"":1,""340130144001"":1,""360610101001"":1,""340030381004"":1,""340170129001"":1,""360850291043"":1,""340130082002"":1,""340030383006"":2,""340170123001"":1,""340311250001"":1,""340030231001"":1,""340030382004"":3,""340030425001"":1,""340230031012"":1,""340170126003"":1,""340170165003"":1,""340170146003"":1,""340390362007"":1,""340311811003"":1,""340030313006"":1,""340130079001"":2,""340130015001"":1,""340030383001"":2,""340030381005"":9,""340311244023"":2,""340030314003"":2,""340030181005"":1,""340170128002"":1,""340030061001"":1,""340230006032"":1,""360610083003"":1,""340170198001"":1,""340030382003"":2,""340030061007"":1,""360610100001"":1,""340030381006"":2,""340030314006"":3,""340030120013"":1,""340130010001"":1,""340030312003"":1,""340130013001"":1,""340311752003"":1,""340030383004"":45,""340030544003"":1,""340170127005"":1,""340130144002"":1,""340312461012"":1,""340170124003"":1,""340030314005"":1,""340030383005"":1,""340030514001"":1,""340030381003"":2,""340130143005"":1}",1,273,158,"{""21-45"":1,""481-540"":6,""541-600"":4,""721-840"":1,""301-360"":4,""<20"":16,""61-120"":3,""241-300"":5,""121-180"":4,""421-480"":3,""841-960"":1,""961-1080"":1,""601-660"":2,""181-240"":1,""361-420"":4}",67,"{""0-25"":9,""76-100"":23,""51-75"":16,""26-50"":8}",581,289,1027
622,340057029142,2019-01-02T00:00:00-05:00,2019-01-03T00:00:00-05:00,130,3536,"{""16001-50000"":19,""0"":35,"">50000"":10,""2001-8000"":28,""1-1000"":7,""1001-2000"":5,""8001-16000"":24}","{""16001-50000"":101,"">50000"":44,""<1000"":348,""2001-8000"":49,""1001-2000"":206,""8001-16000"":53}",36,652,"{""721-1080"":36,""361-720"":25,""61-360"":23,""<60"":18,"">1080"":24}","[79,81,82,81,80,79,78,63,45,37,32,36,32,29,38,44,48,60,65,71,75,88,84,86]",15,16,"{""340130216013"":1,""340057039003"":1,""340076088002"":1,""420454052001"":1,""340057040071"":1,""421010007002"":1,""340057040082"":4,""340076108001"":1,""240276069012"":1,""421010142002"":1,""340057029093"":1,""340076077022"":1,""340057028022"":1,""340210043091"":1,""340057003062"":1,""360810716001"":1,""340057005051"":1,""340076033012"":1,""340155020011"":1,""420454046001"":1,""340057001042"":1,""340057025002"":1,""340210031003"":1,""420171003041"":1,""340057040042"":1,""340076030022"":1,""340057005012"":1,""340155024001"":1,""340076034003"":1,""340130206004"":1,""340076032001"":2,""340076033023"":1,""340057029171"":1,""340057038012"":1,""421019806001"":1,""421010077002"":1,""220710084001"":2,""340057030002"":1,""340057029142"":118,""340057011021"":1,""340076034001"":1,""421010004022"":1,""340076036011"":2,""340057005042"":2,""340057029052"":1,""340057013032"":1,""340139802001"":1,""340057005031"":1,""340076032003"":2,""340057022082"":1,""420454044001"":1,""420171014011"":1,""245102708014"":1,""340057029102"":5,""340057030003"":2,""220710103004"":2,""100030138002"":1,""340057004082"":1,""340270433012"":1,""340155011062"":1,""340210027012"":1,""340210018001"":1,""340270419022"":1,""340057005013"":1,""340057029133"":8,""340076035012"":1,""340057029101"":14,""340057005041"":7,""340057006033"":1,""340057036004"":1,""340155011033"":1,""340057040081"":1,""340076103001"":1,""340210030071"":1,""340057042003"":1,""340057005052"":1,""220710135002"":2,""340057011022"":1,""220710050001"":2,""340057038021"":7,""340076009001"":1,""340076077011"":2,""220710103003"":1,""340270436001"":1,""420171002072"":1,""340057028111"":1,""340057008002"":1,""340057022102"":1,""340057011052"":4,""340057011034"":2,""420454071023"":1,""421010263023"":1,""420171002061"":1,""420171053003"":1,""340057040052"":2,""340076092032"":1,""421010001001"":1,""340057004052"":1,""340057029061"":3,""340076035011"":2,""340076033011"":1,""220710026002"":2,""340076064001"":1,""340057014011"":1,""340258104023"":1,""340155005005"":1,""340057029081"":1,""340076075033"":1,""420171002083"":1,""340076033022"":1,""340057038022"":1,""340057005021"":1,""340210030081"":1,""340076037003"":1,""340230010021"":1,""220710134001"":2,""340057029151"":4,""420454062021"":1,""420912026041"":1,""340076033013"":2,""340057029152"":2,""340076036031"":1,""340155016042"":1,""340155024002"":2,""340210030062"":1,""121170208052"":1}",4,147,308,"{""21-45"":7,""481-540"":7,""541-600"":2,""46-60"":4,""721-840"":7,""1201-1320"":4,""301-360"":8,""<20"":37,""61-120"":3,""241-300"":8,""121-180"":9,""421-480"":8,""1081-1200"":1,""961-1080"":4,""601-660"":1,""181-240"":4,""661-720"":2,""361-420"":10}",77,"{""0-25"":20,""76-100"":67,""51-75"":34,""26-50"":8}",647,264,7856
623,340076004005,2019-01-02T00:00:00-05:00,2019-01-03T00:00:00-05:00,54,879,"{""16001-50000"":1,""0"":30,"">50000"":5,""2001-8000"":4,""1-1000"":2,""1001-2000"":2,""8001-16000"":4}","{""16001-50000"":114,"">50000"":238,""<1000"":259,""2001-8000"":97,""1001-2000"":359,""8001-16000"":37}",29,539,"{""721-1080"":4,""361-720"":8,""61-360"":12,""<60"":13,"">1080"":17}","[25,26,26,28,29,29,28,23,28,26,24,26,26,22,19,23,23,21,23,24,22,28,23,25]",3,1,"{""510131014011"":1,""421010390001"":1,""340076108001"":1,""340076004004"":2,""340076031002"":1,""090034841002"":1,""340076016001"":1,""340076004005"":44,""340076018001"":1,""340076002001"":1,""360470527004"":1,""340076085031"":1,""340155011021"":1,""340076031003"":1,""340076104001"":3,""340076004003"":1,""340076067004"":1,""340076065001"":1,""340076103001"":1,""340076014005"":1,""480291211193"":1,""340076109003"":1,""340076074021"":1,""340076011021"":1,""340076016003"":1,""340155012121"":1,""340076008002"":1,""340155022001"":1,""421257546001"":1,""340076030025"":1,""360470417004"":1,""340076053001"":1,""421010179005"":1,""340076013001"":1,""340155012122"":1}",1,0,161,"{""481-540"":1,""721-840"":1,""1201-1320"":2,""<20"":30,""61-120"":2,""241-300"":1,""121-180"":1,""421-480"":1,""1321-1440"":1,""841-960"":1,""601-660"":1,""181-240"":3,""661-720"":1,""361-420"":3}",100,"{""0-25"":14,""76-100"":35,""51-75"":3,""26-50"":1}",646,199,3221
624,340076033011,2019-01-02T00:00:00-05:00,2019-01-03T00:00:00-05:00,372,1854,"{""16001-50000"":27,""0"":154,"">50000"":17,""2001-8000"":63,""1-1000"":42,""1001-2000"":21,""8001-16000"":41}","{""16001-50000"":99,"">50000"":40,""<1000"":116,""2001-8000"":48,""1001-2000"":131,""8001-16000"":98}",155,274,"{""721-1080"":58,""361-720"":49,""61-360"":67,""<60"":132,"">1080"":62}","[155,155,156,150,153,148,143,137,113,104,108,109,103,100,96,104,120,132,135,133,147,147,149,153]",26,23,"{""340076031001"":4,""511179301013"":1,""340076064002"":1,""421010390001"":1,""110010111002"":1,""421010092001"":1,""421010006001"":2,""421010380001"":1,""340076052003"":1,""420912017052"":1,""421010007002"":2,""517600109004"":1,""340076108001"":3,""340076032002"":2,""421010142002"":1,""120210109021"":1,""340297142003"":1,""340230094004"":1,""421010135001"":1,""340057003062"":2,""340076073003"":1,""371819601002"":1,""340297135001"":1,""100030103003"":1,""340076033012"":15,""420171016093"":1,""421010005001"":1,""340076018001"":1,""340057040121"":1,""340297150004"":1,""421010183003"":1,""100030155022"":1,""340076011013"":1,""511179302004"":1,""340057005012"":1,""340076034003"":2,""340076011011"":2,""421019807001"":1,""340057012011"":2,""340230087001"":1,""340076032001"":2,""340076033023"":5,""340090208002"":1,""510594222022"":1,""340057004072"":2,""421010004011"":1,""340076042001"":1,""340057030002"":1,""421010168005"":1,""340057029142"":1,""340057011021"":1,""340076051001"":1,""340076034001"":2,""421010087021"":1,""340076033031"":6,""340155002053"":1,""340230071032"":1,""245102505005"":1,""340076085031"":1,""340076061001"":1,""340076036011"":1,""340155007022"":1,""340297134013"":1,""421010038004"":1,""340076088003"":1,""340076060001"":1,""340057005031"":1,""340210011011"":1,""120210109042"":1,""340076032003"":16,""100030112051"":1,""340076110001"":1,""421010237001"":1,""340076082102"":1,""120210110021"":1,""340076037001"":1,""340076008003"":1,""340076043002"":3,""340076016002"":1,""340155011021"":1,""340076035031"":4,""340155016081"":1,""340057010011"":1,""340057040111"":1,""340057030003"":1,""340076025033"":1,""340076038004"":1,""340057004071"":5,""420912004023"":1,""420912024025"":1,""340076106001"":1,""340057038042"":1,""340155008001"":1,""340076054001"":1,""340057005013"":1,""340297132032"":2,""421010115002"":1,""340076104001"":1,""340076035074"":1,""120310135213"":1,""340076092033"":2,""340076075074"":1,""421010273002"":1,""340076084021"":2,""340057031042"":1,""421010170001"":1,""340057029101"":2,""340057005041"":1,""420710136022"":1,""340057027003"":1,""340076103001"":1,""340076075022"":2,""340057006023"":1,""340076014005"":1,""420454101002"":1,""340076033032"":1,""421010143001"":1,""340076009003"":1,""100030107021"":1,""340057006031"":1,""420171002072"":1,""340297153023"":1,""340076039012"":1,""340076092043"":1,""340057011052"":1,""421010008034"":1,""131850101032"":1,""340076032004"":3,""340057040052"":4,""421010003002"":1,""340057003031"":4,""340057028091"":1,""340390367003"":1,""421010024001"":1,""340155012083"":1,""340057004052"":1,""240054306002"":1,""510131014041"":2,""340057029061"":3,""340076035011"":2,""340076104003"":1,""340076033011"":304,""340076067003"":1,""421010007003"":1,""420912058083"":1,""340057003051"":2,""340076075021"":1,""340330210001"":1,""340076033022"":10,""420454069032"":1,""340057005021"":3,""340297101002"":2,""340057003053"":1,""340076037003"":4,""340057003042"":1,""370779704003"":1,""340076035071"":3,""340076032005"":3,""340076034002"":5,""340155002041"":1,""340076033013"":1,""340057003032"":1,""340155001004"":1,""421019803001"":1,""340076036031"":8,""420912056002"":1,""421010282003"":1,""340076039013"":1,""340155024002"":2,""340057004011"":1,""340057040061"":2,""340057004051"":3,""340010114043"":1,""340057004032"":6,""340330206002"":1,""340076029011"":2,""421010013005"":1,""340076030021"":2,""340230062071"":1,""340057040051"":1}",3,17,1448,"{""21-45"":21,""481-540"":7,""541-600"":16,""46-60"":11,""721-840"":1,""1201-1320"":1,""301-360"":3,""<20"":185,""61-120"":26,""241-300"":16,""121-180"":8,""421-480"":13,""1321-1440"":4,""841-960"":3,""1081-1200"":2,""961-1080"":2,""601-660"":11,""181-240"":10,""661-720"":5,""361-420"":11}",86,"{""0-25"":99,""76-100"":201,""51-75"":51,""26-50"":19}",472,182,9400
